,region_code,description,dt,region,viz_group_code,median_q,q_pct_delta,median_psf,psf_pct_delta,listings,listings_pct_delta,median_lifetime,median_psf_history,listings_history,median_q_history
108,B,NL | 4 BR,2024-09-24,Orchard / Holland (D09-10),AN4,7028440.0,-0.012348107791211538,2751.0,-0.0018142235123367323,1158,-0.038205980066445155,21.0,"[{'time': '2024-09-18', 'value': 2755.0}
 {'time': '2024-09-19', 'value': 2766.0}
 {'time': '2024-09-20', 'value': 2754.0}
 {'time': '2024-09-21', 'value': 2756.0}
 {'time': '2024-09-22', 'value': 2751.0}
 {'time': '2024-09-23', 'value': 2751.0}
 {'time': '2024-09-24', 'value': 2751.0}]","[{'time': '2024-09-18', 'value': 1210}
 {'time': '2024-09-19', 'value': 1201}
 {'time': '2024-09-20', 'value': 1197}
 {'time': '2024-09-21', 'value': 1190}
 {'time': '2024-09-22', 'value': 1187}
 {'time': '2024-09-23', 'value': 1181}
 {'time': '2024-09-24', 'value': 1158}]","[{'time': '2024-09-18', 'value': 7136000.0}
 {'time': '2024-09-19', 'value': 7136000.0}
 {'time': '2024-09-20', 'value': 7111800.0}
 {'time': '2024-09-21', 'value': 7100000.0}
 {'time': '2024-09-22', 'value': 7050000.0}
 {'time': '2024-09-23', 'value': 7032880.0}
 {'time': '2024-09-24', 'value': 7028440.0}]"
109,C,NL | 4 BR,2024-09-24,"Newton / Bt. Timah (D11, 21)",AN4,4182893.0,-0.004073095238095292,2424.0,-0.009803921568627416,475,0.032608695652173836,21.0,"[{'time': '2024-09-18', 'value': 2448.0}
 {'time': '2024-09-19', 'value': 2448.0}
 {'time': '2024-09-20', 'value': 2440.0}
 {'time': '2024-09-21', 'value': 2440.0}
 {'time': '2024-09-22', 'value': 2438.0}
 {'time': '2024-09-23', 'value': 2438.0}
 {'time': '2024-09-24', 'value': 2424.0}]","[{'time': '2024-09-18', 'value': 458} {'time': '2024-09-19', 'value': 463}
 {'time': '2024-09-20', 'value': 468} {'time': '2024-09-21', 'value': 465}
 {'time': '2024-09-22', 'value': 467} {'time': '2024-09-23', 'value': 473}
 {'time': '2024-09-24', 'value': 475}]","[{'time': '2024-09-18', 'value': 4233272.0}
 {'time': '2024-09-19', 'value': 4200000.0}
 {'time': '2024-09-20', 'value': 4200000.0}
 {'time': '2024-09-21', 'value': 4280161.0}
 {'time': '2024-09-22', 'value': 4266544.0}
 {'time': '2024-09-23', 'value': 4200000.0}
 {'time': '2024-09-24', 'value': 4182893.0}]"
110,D,NL | 4 BR,2024-09-24,Balestier / Geylang (D12-14),AN4,2754000.0,-0.024130966301690204,1784.0,-0.03515413737155215,157,-0.006329113924050667,21.0,"[{'time': '2024-09-18', 'value': 1821.0}
 {'time': '2024-09-19', 'value': 1786.5}
 {'time': '2024-09-20', 'value': 1786.5}
 {'time': '2024-09-21', 'value': 1786.5}
 {'time': '2024-09-22', 'value': 1789.0}
 {'time': '2024-09-23', 'value': 1789.0}
 {'time': '2024-09-24', 'value': 1784.0}]","[{'time': '2024-09-18', 'value': 156} {'time': '2024-09-19', 'value': 160}
 {'time': '2024-09-20', 'value': 158} {'time': '2024-09-21', 'value': 158}
 {'time': '2024-09-22', 'value': 157} {'time': '2024-09-23', 'value': 155}
 {'time': '2024-09-24', 'value': 157}]","[{'time': '2024-09-18', 'value': 2811050.0}
 {'time': '2024-09-19', 'value': 2754000.0}
 {'time': '2024-09-20', 'value': 2754000.0}
 {'time': '2024-09-21', 'value': 2754000.0}
 {'time': '2024-09-22', 'value': 2754000.0}
 {'time': '2024-09-23', 'value': 2754000.0}
 {'time': '2024-09-24', 'value': 2754000.0}]"
111,E,NL | 4 BR,2024-09-24,East Coast (D15-16),AN4,3288000.0,0.0,2273.5,0.013146167557932298,738,-0.004048582995951455,21.0,"[{'time': '2024-09-18', 'value': 2246.0}
 {'time': '2024-09-19', 'value': 2254.0}
 {'time': '2024-09-20', 'value': 2262.0}
 {'time': '2024-09-21', 'value': 2256.0}
 {'time': '2024-09-22', 'value': 2256.0}
 {'time': '2024-09-23', 'value': 2255.0}
 {'time': '2024-09-24', 'value': 2273.5}]","[{'time': '2024-09-18', 'value': 740} {'time': '2024-09-19', 'value': 753}
 {'time': '2024-09-20', 'value': 758} {'time': '2024-09-21', 'value': 756}
 {'time': '2024-09-22', 'value': 743} {'time': '2024-09-23', 'value': 752}
 {'time': '2024-09-24', 'value': 738}]","[{'time': '2024-09-18', 'value': 3288000.0}
 {'time': '2024-09-19', 'value': 3288000.0}
 {'time': '2024-09-20', 'value': 3288000.0}
 {'time': '2024-09-21', 'value': 3288000.0}
 {'time': '2024-09-22', 'value': 3288000.0}
 {'time': '2024-09-23', 'value': 3288000.0}
 {'time': '2024-09-24', 'value': 3288000.0}]"
112,F,NL | 4 BR,2024-09-24,Changi / Pasir Ris (D17-18),AN4,2250000.0,-0.013157894736842146,1494.0,-0.004663557628247883,237,0.012820512820512775,21.0,"[{'time': '2024-09-18', 'value': 1503.0}
 {'time': '2024-09-19', 'value': 1501.0}
 {'time': '2024-09-20', 'value': 1501.0}
 {'time': '2024-09-21', 'value': 1501.0}
 {'time': '2024-09-22', 'value': 1501.0}
 {'time': '2024-09-23', 'value': 1501.0}
 {'time': '2024-09-24', 'value': 1494.0}]","[{'time': '2024-09-18', 'value': 232} {'time': '2024-09-19', 'value': 237}
 {'time': '2024-09-20', 'value': 235} {'time': '2024-09-21', 'value': 235}
 {'time': '2024-09-22', 'value': 238} {'time': '2024-09-23', 'value': 239}
 {'time': '2024-09-24', 'value': 237}]","[{'time': '2024-09-18', 'value': 2280000.0}
 {'time': '2024-09-19', 'value': 2300000.0}
 {'time': '2024-09-20', 'value': 2280000.0}
 {'time': '2024-09-21', 'value': 2280000.0}
 {'time': '2024-09-22', 'value': 2274444.0}
 {'time': '2024-09-23', 'value': 2268000.0}
 {'time': '2024-09-24', 'value': 2250000.0}]"
113,G,NL | 4 BR,2024-09-24,Serangoon / Thomson (D19-20),AN4,2693999.5,0.004661383553981047,1702.0,0.02561012353118408,302,0.027210884353741527,21.0,"[{'time': '2024-09-18', 'value': 1659.5}
 {'time': '2024-09-19', 'value': 1681.0}
 {'time': '2024-09-20', 'value': 1692.0}
 {'time': '2024-09-21', 'value': 1695.0}
 {'time': '2024-09-22', 'value': 1695.0}
 {'time': '2024-09-23', 'value': 1702.0}
 {'time': '2024-09-24', 'value': 1702.0}]","[{'time': '2024-09-18', 'value': 298} {'time': '2024-09-19', 'value': 294}
 {'time': '2024-09-20', 'value': 300} {'time': '2024-09-21', 'value': 301}
 {'time': '2024-09-22', 'value': 297} {'time': '2024-09-23', 'value': 300}
 {'time': '2024-09-24', 'value': 302}]","[{'time': '2024-09-18', 'value': 2665000.0}
 {'time': '2024-09-19', 'value': 2665000.0}
 {'time': '2024-09-20', 'value': 2681500.0}
 {'time': '2024-09-21', 'value': 2683000.0}
 {'time': '2024-09-22', 'value': 2683000.0}
 {'time': '2024-09-23', 'value': 2685500.0}
 {'time': '2024-09-24', 'value': 2693999.5}]"
114,H,NL | 4 BR,2024-09-24,West (D22-24),AN4,2380000.0,0.034782608695652195,1757.0,-0.001988071570576566,385,-0.012820512820512775,21.0,"[{'time': '2024-09-18', 'value': 1764.0}
 {'time': '2024-09-19', 'value': 1770.0}
 {'time': '2024-09-20', 'value': 1773.5}
 {'time': '2024-09-21', 'value': 1773.0}
 {'time': '2024-09-22', 'value': 1758.0}
 {'time': '2024-09-23', 'value': 1757.0}
 {'time': '2024-09-24', 'value': 1757.0}]","[{'time': '2024-09-18', 'value': 391} {'time': '2024-09-19', 'value': 393}
 {'time': '2024-09-20', 'value': 394} {'time': '2024-09-21', 'value': 387}
 {'time': '2024-09-22', 'value': 379} {'time': '2024-09-23', 'value': 381}
 {'time': '2024-09-24', 'value': 385}]","[{'time': '2024-09-18', 'value': 2300000.0}
 {'time': '2024-09-19', 'value': 2335000.0}
 {'time': '2024-09-20', 'value': 2399500.0}
 {'time': '2024-09-21', 'value': 2400000.0}
 {'time': '2024-09-22', 'value': 2386000.0}
 {'time': '2024-09-23', 'value': 2380000.0}
 {'time': '2024-09-24', 'value': 2380000.0}]"
115,I,NL | 4 BR,2024-09-24,North (D25-28),AN4,2200000.0,-0.038188296500316965,1426.0,-0.00557880055788007,353,-0.02754820936639113,21.0,"[{'time': '2024-09-18', 'value': 1443.5}
 {'time': '2024-09-19', 'value': 1439.0}
 {'time': '2024-09-20', 'value': 1443.5}
 {'time': '2024-09-21', 'value': 1439.0}
 {'time': '2024-09-22', 'value': 1435.0}
 {'time': '2024-09-23', 'value': 1433.0}
 {'time': '2024-09-24', 'value': 1426.0}]","[{'time': '2024-09-18', 'value': 356} {'time': '2024-09-19', 'value': 353}
 {'time': '2024-09-20', 'value': 358} {'time': '2024-09-21', 'value': 353}
 {'time': '2024-09-22', 'value': 351} {'time': '2024-09-23', 'value': 356}
 {'time': '2024-09-24', 'value': 353}]","[{'time': '2024-09-18', 'value': 2295700.0}
 {'time': '2024-09-19', 'value': 2300000.0}
 {'time': '2024-09-20', 'value': 2288119.0}
 {'time': '2024-09-21', 'value': 2287350.0}
 {'time': '2024-09-22', 'value': 2233338.0}
 {'time': '2024-09-23', 'value': 2231019.0}
 {'time': '2024-09-24', 'value': 2200000.0}]"
117,A,NL | 5+ BR,2024-09-24,City & South West (D01-08),AN5,8600000.0,0.0117647058823529,2331.0,0.009527934170636687,279,-0.014134275618374548,21.0,"[{'time': '2024-09-18', 'value': 2309.0}
 {'time': '2024-09-19', 'value': 2322.0}
 {'time': '2024-09-20', 'value': 2340.0}
 {'time': '2024-09-21', 'value': 2331.0}
 {'time': '2024-09-22', 'value': 2326.5}
 {'time': '2024-09-23', 'value': 2349.0}
 {'time': '2024-09-24', 'value': 2331.0}]","[{'time': '2024-09-18', 'value': 281} {'time': '2024-09-19', 'value': 283}
 {'time': '2024-09-20', 'value': 286} {'time': '2024-09-21', 'value': 287}
 {'time': '2024-09-22', 'value': 284} {'time': '2024-09-23', 'value': 285}
 {'time': '2024-09-24', 'value': 279}]","[{'time': '2024-09-18', 'value': 8500000.0}
 {'time': '2024-09-19', 'value': 8600000.0}
 {'time': '2024-09-20', 'value': 8616000.0}
 {'time': '2024-09-21', 'value': 8616000.0}
 {'time': '2024-09-22', 'value': 8550000.0}
 {'time': '2024-09-23', 'value': 8616000.0}
 {'time': '2024-09-24', 'value': 8600000.0}]"
118,B,NL | 5+ BR,2024-09-24,Orchard / Holland (D09-10),AN5,11365000.0,0.02572202166064974,2672.5,0.00206224221972251,312,-0.05167173252279633,21.0,"[{'time': '2024-09-18', 'value': 2667.0}
 {'time': '2024-09-19', 'value': 2667.0}
 {'time': '2024-09-20', 'value': 2667.0}
 {'time': '2024-09-21', 'value': 2667.0}
 {'time': '2024-09-22', 'value': 2667.0}
 {'time': '2024-09-23', 'value': 2667.0}
 {'time': '2024-09-24', 'value': 2672.5}]","[{'time': '2024-09-18', 'value': 329} {'time': '2024-09-19', 'value': 329}
 {'time': '2024-09-20', 'value': 330} {'time': '2024-09-21', 'value': 327}
 {'time': '2024-09-22', 'value': 321} {'time': '2024-09-23', 'value': 315}
 {'time': '2024-09-24', 'value': 312}]","[{'time': '2024-09-18', 'value': 11080000.0}
 {'time': '2024-09-19', 'value': 11080000.0}
 {'time': '2024-09-20', 'value': 11080000.0}
 {'time': '2024-09-21', 'value': 11080000.0}
 {'time': '2024-09-22', 'value': 11080000.0}
 {'time': '2024-09-23', 'value': 11080000.0}
 {'time': '2024-09-24', 'value': 11365000.0}]"
119,C,NL | 5+ BR,2024-09-24,"Newton / Bt. Timah (D11, 21)",AN5,4721943.0,-0.036338163265306145,2461.0,-0.00806126561870213,155,-0.01273885350318471,21.0,"[{'time': '2024-09-18', 'value': 2481.0}
 {'time': '2024-09-19', 'value': 2471.0}
 {'time': '2024-09-20', 'value': 2471.0}
 {'time': '2024-09-21', 'value': 2481.0}
 {'time': '2024-09-22', 'value': 2481.0}
 {'time': '2024-09-23', 'value': 2481.0}
 {'time': '2024-09-24', 'value': 2461.0}]","[{'time': '2024-09-18', 'value': 162} {'time': '2024-09-19', 'value': 160}
 {'time': '2024-09-20', 'value': 162} {'time': '2024-09-21', 'value': 163}
 {'time': '2024-09-22', 'value': 160} {'time': '2024-09-23', 'value': 161}
 {'time': '2024-09-24', 'value': 155}]","[{'time': '2024-09-18', 'value': 4862716.5}
 {'time': '2024-09-19', 'value': 4862716.5}
 {'time': '2024-09-20', 'value': 4862716.5}
 {'time': '2024-09-21', 'value': 4825433.0}
 {'time': '2024-09-22', 'value': 4825433.0}
 {'time': '2024-09-23', 'value': 4816761.0}
 {'time': '2024-09-24', 'value': 4721943.0}]"
120,D,NL | 5+ BR,2024-09-24,Balestier / Geylang (D12-14),AN5,3325000.0,0.007575757575757569,1355.5,-0.04710017574692438,36,0.05882352941176472,21.0,"[{'time': '2024-09-18', 'value': 1422.5}
 {'time': '2024-09-19', 'value': 1394.0}
 {'time': '2024-09-20', 'value': 1376.0}
 {'time': '2024-09-21', 'value': 1355.5}
 {'time': '2024-09-22', 'value': 1345.0}
 {'time': '2024-09-23', 'value': 1355.5}
 {'time': '2024-09-24', 'value': 1355.5}]","[{'time': '2024-09-18', 'value': 34} {'time': '2024-09-19', 'value': 33}
 {'time': '2024-09-20', 'value': 33} {'time': '2024-09-21', 'value': 34}
 {'time': '2024-09-22', 'value': 35} {'time': '2024-09-23', 'value': 36}
 {'time': '2024-09-24', 'value': 36}]","[{'time': '2024-09-18', 'value': 3300000.0}
 {'time': '2024-09-19', 'value': 3300000.0}
 {'time': '2024-09-20', 'value': 3300000.0}
 {'time': '2024-09-21', 'value': 3325000.0}
 {'time': '2024-09-22', 'value': 3350000.0}
 {'time': '2024-09-23', 'value': 3325000.0}
 {'time': '2024-09-24', 'value': 3325000.0}]"
121,E,NL | 5+ BR,2024-09-24,East Coast (D15-16),AN5,4750000.0,0.010638297872340496,2354.0,0.0,248,-0.004016064257028162,21.0,"[{'time': '2024-09-18', 'value': 2354.0}
 {'time': '2024-09-19', 'value': 2354.0}
 {'time': '2024-09-20', 'value': 2354.0}
 {'time': '2024-09-21', 'value': 2354.0}
 {'time': '2024-09-22', 'value': 2354.0}
 {'time': '2024-09-23', 'value': 2354.0}
 {'time': '2024-09-24', 'value': 2354.0}]","[{'time': '2024-09-18', 'value': 251} {'time': '2024-09-19', 'value': 255}
 {'time': '2024-09-20', 'value': 258} {'time': '2024-09-21', 'value': 254}
 {'time': '2024-09-22', 'value': 246} {'time': '2024-09-23', 'value': 249}
 {'time': '2024-09-24', 'value': 248}]","[{'time': '2024-09-18', 'value': 4800000.0}
 {'time': '2024-09-19', 'value': 4850000.0}
 {'time': '2024-09-20', 'value': 4995000.0}
 {'time': '2024-09-21', 'value': 4995000.0}
 {'time': '2024-09-22', 'value': 4750000.0}
 {'time': '2024-09-23', 'value': 4800000.0}
 {'time': '2024-09-24', 'value': 4750000.0}]"
122,F,NL | 5+ BR,2024-09-24,Changi / Pasir Ris (D17-18),AN5,2830000.0,0.007516141619032135,1395.0,0.0,67,0.0,18.0,"[{'time': '2024-09-18', 'value': 1395.0}
 {'time': '2024-09-19', 'value': 1395.0}
 {'time': '2024-09-20', 'value': 1395.0}
 {'time': '2024-09-21', 'value': 1395.0}
 {'time': '2024-09-22', 'value': 1395.0}
 {'time': '2024-09-23', 'value': 1395.0}
 {'time': '2024-09-24', 'value': 1395.0}]","[{'time': '2024-09-18', 'value': 67} {'time': '2024-09-19', 'value': 67}
 {'time': '2024-09-20', 'value': 68} {'time': '2024-09-21', 'value': 68}
 {'time': '2024-09-22', 'value': 67} {'time': '2024-09-23', 'value': 66}
 {'time': '2024-09-24', 'value': 67}]","[{'time': '2024-09-18', 'value': 2808888.0}
 {'time': '2024-09-19', 'value': 2808888.0}
 {'time': '2024-09-20', 'value': 2829444.0}
 {'time': '2024-09-21', 'value': 2829444.0}
 {'time': '2024-09-22', 'value': 2808888.0}
 {'time': '2024-09-23', 'value': 2829444.0}
 {'time': '2024-09-24', 'value': 2830000.0}]"
123,G,NL | 5+ BR,2024-09-24,Serangoon / Thomson (D19-20),AN5,4250000.0,0.04166666666666674,2062.0,0.006344558321132343,121,0.0,21.0,"[{'time': '2024-09-18', 'value': 2051.5}
 {'time': '2024-09-19', 'value': 2055.5}
 {'time': '2024-09-20', 'value': 2055.5}
 {'time': '2024-09-21', 'value': 2054.0}
 {'time': '2024-09-22', 'value': 2091.5}
 {'time': '2024-09-23', 'value': 2085.0}
 {'time': '2024-09-24', 'value': 2062.0}]","[{'time': '2024-09-18', 'value': 122} {'time': '2024-09-19', 'value': 124}
 {'time': '2024-09-20', 'value': 124} {'time': '2024-09-21', 'value': 121}
 {'time': '2024-09-22', 'value': 120} {'time': '2024-09-23', 'value': 121}
 {'time': '2024-09-24', 'value': 121}]","[{'time': '2024-09-18', 'value': 4030000.0}
 {'time': '2024-09-19', 'value': 4084400.0}
 {'time': '2024-09-20', 'value': 4084400.0}
 {'time': '2024-09-21', 'value': 4088800.0}
 {'time': '2024-09-22', 'value': 4265000.0}
 {'time': '2024-09-23', 'value': 4280000.0}
 {'time': '2024-09-24', 'value': 4250000.0}]"
124,H,NL | 5+ BR,2024-09-24,West (D22-24),AN5,3075000.0,0.03640040444893833,1806.0,0.07117437722419928,111,-0.05128205128205132,21.0,"[{'time': '2024-09-18', 'value': 1677.5}
 {'time': '2024-09-19', 'value': 1639.0}
 {'time': '2024-09-20', 'value': 1639.0}
 {'time': '2024-09-21', 'value': 1650.0}
 {'time': '2024-09-22', 'value': 1686.0}
 {'time': '2024-09-23', 'value': 1775.0}
 {'time': '2024-09-24', 'value': 1806.0}]","[{'time': '2024-09-18', 'value': 118} {'time': '2024-09-19', 'value': 112}
 {'time': '2024-09-20', 'value': 114} {'time': '2024-09-21', 'value': 112}
 {'time': '2024-09-22', 'value': 111} {'time': '2024-09-23', 'value': 111}
 {'time': '2024-09-24', 'value': 111}]","[{'time': '2024-09-18', 'value': 2983500.0}
 {'time': '2024-09-19', 'value': 2879000.0}
 {'time': '2024-09-20', 'value': 2879000.0}
 {'time': '2024-09-21', 'value': 2950000.0}
 {'time': '2024-09-22', 'value': 2967000.0}
 {'time': '2024-09-23', 'value': 3000000.0}
 {'time': '2024-09-24', 'value': 3075000.0}]"
125,I,NL | 5+ BR,2024-09-24,North (D25-28),AN5,3191000.0,0.0,1296.0,0.006993006993007089,99,-0.1160714285714286,21.0,"[{'time': '2024-09-18', 'value': 1287.0}
 {'time': '2024-09-19', 'value': 1287.0}
 {'time': '2024-09-20', 'value': 1295.0}
 {'time': '2024-09-21', 'value': 1295.0}
 {'time': '2024-09-22', 'value': 1295.0}
 {'time': '2024-09-23', 'value': 1295.0}
 {'time': '2024-09-24', 'value': 1296.0}]","[{'time': '2024-09-18', 'value': 107} {'time': '2024-09-19', 'value': 105}
 {'time': '2024-09-20', 'value': 105} {'time': '2024-09-21', 'value': 102}
 {'time': '2024-09-22', 'value': 100} {'time': '2024-09-23', 'value': 100}
 {'time': '2024-09-24', 'value': 99}]","[{'time': '2024-09-18', 'value': 3191000.0}
 {'time': '2024-09-19', 'value': 3191000.0}
 {'time': '2024-09-20', 'value': 3191000.0}
 {'time': '2024-09-21', 'value': 3191000.0}
 {'time': '2024-09-22', 'value': 3191000.0}
 {'time': '2024-09-23', 'value': 3191000.0}
 {'time': '2024-09-24', 'value': 3191000.0}]"
